Freq(MHz),Loss
15064.0625,-14.14
15076.25,-14.11
15088.4375,-14.15
15100.625,-14.14
15112.8125,-14.23
15125,-14.24
15137.1875,-14.3
15149.375,-14.27
15161.5625,-14.29
15173.75,-14.32
15185.9375,-14.35
15198.125,-14.39
15210.3125,-14.36
15222.5,-14.3
15234.6875,-14.2
15246.875,-14.2
15259.0625,-14.16
15271.25,-14.18
15283.4375,-14.18
15295.625,-14.21
15307.8125,-14.24
15320,-14.26
15332.1875,-14.3
15344.375,-14.35
15356.5625,-14.4
15368.75,-14.35
15380.9375,-14.43
15393.125,-14.42
15405.3125,-14.46
15417.5,-14.48
15429.6875,-14.39
15441.875,-14.35
15454.0625,-14.29
15466.25,-14.28
15478.4375,-14.29
15490.625,-14.37
15502.8125,-14.41
15515,-14.49
15527.1875,-14.57
15539.375,-14.63
15551.5625,-14.69
15563.75,-14.72
15575.9375,-14.85
15588.125,-14.94
15600.3125,-15.09
15612.5,-15.12
15624.6875,-15.07
15636.875,-15.01
15649.0625,-14.99
15661.25,-14.98
15673.4375,-14.96
15685.625,-14.97
15697.8125,-14.92
15710,-14.82
15722.1875,-14.79
15734.375,-14.8
15746.5625,-14.8
15758.75,-14.86
15770.9375,-14.87
15783.125,-14.91
15795.3125,-14.98
15807.5,-15.11
15819.6875,-15.18
15831.875,-15.17
15844.0625,-15.14
15856.25,-15.11
15868.4375,-15.08
15880.625,-15.14
15892.8125,-15.14
15905,-15.17
15917.1875,-15.11
15929.375,-15.04
15941.5625,-15.01
15953.75,-15.01
15965.9375,-15.06
15978.125,-15.02
15990.3125,-15.04
16002.5,-15.01
16014.6875,-15.02
16026.875,-15.12
16039.0625,-15.13
16051.25,-15.1
16063.4375,-15.17
16075.625,-15.16
16087.8125,-15.23
16100,-15.25
16112.1875,-15.27
16124.375,-15.26
16136.5625,-15.26
16148.75,-15.27
16160.9375,-15.29
16173.125,-15.27
16185.3125,-15.28
16197.5,-15.24
16209.6875,-15.29
16221.875,-15.34
16234.0625,-15.36
16246.25,-15.34
16258.4375,-15.39
16270.625,-15.43
16282.8125,-15.51
16295,-15.61
16307.1875,-15.71
16319.375,-15.73
16331.5625,-15.72
16343.75,-15.77
16355.9375,-15.83
16368.125,-15.91
16380.3125,-15.91
16392.5,-15.86
16404.6875,-15.75
16416.875,-15.72
16429.0625,-15.65
16441.25,-15.63
16453.4375,-15.61
16465.625,-15.6
16477.8125,-15.55
16490,-15.59
16502.1875,-15.65
16514.375,-15.78
16526.5625,-15.86
16538.75,-15.93
16550.9375,-16.02
16563.125,-16.09
16575.3125,-16.22
16587.5,-16.27
16599.6875,-16.28
16611.875,-16.27
16624.0625,-16.29
16636.25,-16.32
16648.4375,-16.29
16660.625,-16.3
16672.8125,-16.26
16685,-16.2
16697.1875,-16.18
16709.375,-16.19
16721.5625,-16.31
16733.75,-16.37
16745.9375,-16.44
16758.125,-16.53
16770.3125,-16.53
16782.5,-16.56
16794.6875,-16.57
16806.875,-16.53
16819.0625,-16.52
16831.25,-16.46
16843.4375,-16.42
16855.625,-16.26
16867.8125,-16.18
16880,-16.1
16892.1875,-16.08
16904.375,-16.11
16916.5625,-16.12
